"Time","Dim.1","Dim.2","Dim.3","Dim.4","Dim.5","Dim.6"
"t0",-5.21998368236199,2.69562707869467,1.14072781383564,-0.0756031509367574,0.034982692887903,0.00863186864909726
"t12",-0.493270349511487,-3.4252901951491,1.82530637246754,-0.262649651104292,-0.197456460115471,0.0267873432890037
"t24",-2.63672809186896,-0.967502201748483,-2.39810731606062,-0.315925377533716,-0.356687179303932,0.0526659949956616
"t36",-0.50147827171659,-1.20334702204653,-0.645071581012477,0.365822524871908,0.77493358166398,-0.169172917301257
"t48",1.93380621749981,0.543671732697182,0.0435556670906248,1.42460870253014,-0.294365148453946,0.0704375467685196
"t60",3.38567072169384,1.01587301159827,-0.0371779736033563,-0.577858318850705,0.23052024758541,0.420522422191326
"t72",3.53198345626538,1.34096759595399,0.070767017282649,-0.558394728976582,-0.191927734263944,-0.409872258592352
