"Dim.1","Dim.2","Dim.3","Dim.4","Dim.5","Dim.6","Variable","Scenario"
0.782109359270779,-0.485147822986819,0.0759867994118734,0.0371144776023552,-0.00778770962665481,-0.0535469007625324,"ZP2O5","uniform_k8"
0.704916126508924,-0.483235075068841,0.346893469878158,-0.021029187947014,-0.0646889627906951,0.0419285804311126,"ZAl2O3","uniform_k8"
0.875636456118699,0.0716568217001862,-0.246366887573313,0.0435629159962762,-0.0188025012873699,0.149402305086798,"ZCaO","uniform_k8"
-0.844631926722759,0.0740459078292722,0.196378690573563,0.315738719775401,0.00117644835758842,-0.000236071306708137,"ZFe2O3","uniform_k8"
0.81709746919833,0.26898904541963,0.281739248573075,0.171374083793755,0.0859966644453269,-0.0315906527059043,"ZK2O","uniform_k8"
0.766753890541472,-0.204192376609817,0.453350534155499,0.131206793823525,-0.0687021194697287,0.00865396051819855,"ZMgO","uniform_k8"
0.792123536659665,-0.356826516070315,0.294998996876236,0.115007379760163,-0.0251913637341196,-0.0383703906377608,"ZNa2O","uniform_k8"
0.385129687489955,0.804779587143336,0.190333607940195,-0.012552402588573,-0.140133201814563,0.0715963525682016,"ZSO3","uniform_k8"
0.554723651896437,0.696970628244136,0.171275329778106,-0.0492668054259661,-0.135016702382317,-0.116895268958319,"ZSiO2","uniform_k8"
-0.539798571430373,0.693503061033884,0.262117572290313,0.0318012054301911,0.122046497075656,0.0141978147121232,"ZCd","uniform_k8"
0.88786772951692,0.192111909724556,-0.131299442410861,0.117316824630401,0.0302618910451997,0.00286412271296995,"ZCr","uniform_k8"
0.766795382425905,0.10411739449249,0.186567344402229,-0.461766593947687,0.0999758177525843,-0.0172145687897476,"ZCu","uniform_k8"
0.874601492903321,0.296892087974699,-0.0029536243733277,-0.0286543242849457,0.0287732494459003,0.0491170008380222,"ZMn","uniform_k8"
-0.218982076836847,-0.692565770448803,0.559514052115122,-0.0276346267655217,0.119139190177569,0.0390968927513862,"ZMo","uniform_k8"
0.695265048188313,0.566615870212648,0.00653513206416872,0.140767445822692,0.180825030702072,-0.0118301331682186,"ZNi","uniform_k8"
-0.71915363292245,0.168329518008925,0.544532658514283,-0.0899582104815144,-0.0753167631258279,0.0366765883740683,"ZZn","uniform_k8"
-0.708129450209081,0.448420480609119,0.388343083258075,-0.0540792430933132,0.0229201766315412,0.0188245083594121,"ZF","uniform_k8"
