"Dim.1","Dim.2","Dim.3","Dim.4","Dim.5","Dim.6","Variable","Scenario"
0.784858328763619,-0.480631199574942,0.0764367014343397,0.0379626698109607,-0.0104379371690586,-0.052356725935694,"ZP2O5","uniform_k9"
0.705302477410039,-0.482248490006751,0.34689864205349,-0.0185001626582466,-0.0676266342482014,0.0432825698364881,"ZAl2O3","uniform_k9"
0.877385257942726,0.0814711885373993,-0.237617978226614,0.0402435119060782,-0.0130239311539271,0.149829720403523,"ZCaO","uniform_k9"
-0.846942229787077,0.0654704497804011,0.185875749926463,0.317704451426285,-0.00769300237980283,0.000491527501786169,"ZFe2O3","uniform_k9"
0.829317243055613,0.240882904283009,0.270317283474305,0.175083888154199,0.0808603094021954,-0.0329697234586391,"ZK2O","uniform_k9"
0.764145016367245,-0.204260208747719,0.455773124417679,0.135025347420213,-0.0737933314675987,0.00982736331925398,"ZMgO","uniform_k9"
0.791962810695394,-0.354986192222274,0.296176475157113,0.117945148765766,-0.0300645772554212,-0.0372441349801859,"ZNa2O","uniform_k9"
0.377921098533044,0.805891658449675,0.203485614824871,-0.0127511019354068,-0.134998189535823,0.0711592442940124,"ZSO3","uniform_k9"
0.548443821428336,0.699106644653484,0.184824518080873,-0.0489777162649275,-0.131514119764681,-0.117248660587041,"ZSiO2","uniform_k9"
-0.547499580930503,0.685494003523575,0.266673279527836,0.0368978076400014,0.122013735549712,0.0110272059669408,"ZCd","uniform_k9"
0.88755045789494,0.199880669781677,-0.121510191719511,0.116617663829132,0.0327679574437448,0.00257185482812914,"ZCr","uniform_k9"
0.759317241649774,0.072933202341548,0.211361038461635,-0.470776601083649,0.0931414660293521,-0.0167780294102681,"ZCu","uniform_k9"
0.872355211808513,0.30300536308383,0.00972084450939329,-0.0280487777335297,0.0338493252511571,0.0479581687050219,"ZMn","uniform_k9"
-0.27666033593499,-0.618412945848734,0.61619704777177,-0.0142737329362442,0.130600487415824,0.0347608345995483,"ZMo","uniform_k9"
0.719585787873395,0.534759823116017,0.00100455066797692,0.144915135252745,0.179263922626394,-0.0153010820415667,"ZNi","uniform_k9"
-0.725149523901927,0.156662257603197,0.540309301408091,-0.0854639652512861,-0.0787498544598444,0.0363069146074923,"ZZn","uniform_k9"
-0.714956872529121,0.438211476016706,0.388270010421198,-0.0494395361164695,0.0215603945234233,0.0169561351021135,"ZF","uniform_k9"
