"Dimension","Eigenvalue","Variance_percent","Cumulative_variance_percent"
"comp 1",8.91037723245651,61.1496476737212,61.1496476737212
"comp 2",3.50127055089418,24.0283273100581,85.1779749837792
"comp 3",1.54404665874204,10.5963986384258,95.774373622205
"comp 4",0.426224357838381,2.92506912242026,98.6994427446253
"comp 5",0.134941046094889,0.926066002611986,99.6255087472373
"comp 6",0.054568725402569,0.374491252762728,100
