"Time","ZP2O5","ZAl2O3","ZCaO","ZFe2O3","ZK2O","ZMgO","ZNa2O","ZSO3","ZSiO2","ZCd","ZCr","ZCu","ZMn","ZMo","ZNi","ZZn","ZF"
"t0",-2.00386346615632,-1.61257837993506,-1.65550045304747,1.72751812447807,-0.795549919900005,-1.24023481815049,-1.64557370508388,0.651373748894545,0.179767939229944,2.19212068625664,-1.40700968118406,-0.957288957251628,-1.0965679148666,-0.0851439750821515,-0.393071507750311,2.00458989169982,2.24996965118374
"t12",0.853585905293529,1.32571344606062,-0.628055701286014,0.164814466212959,-0.33235870553808,0.898165261738296,0.918506179465592,-1.16866641496227,-1.03693057951953,-0.87203241251423,-0.754398632108597,0.0868105404041973,-0.690650777634388,2.07742722399249,-1.29770375834084,0.691471102893207,-0.121794903621035
"t24",-0.609120953884728,-0.959838522611979,-0.304189278192763,0.174813626655665,-1.57812730909551,-1.44146917474507,-1.12436415300321,-0.96535352152712,-1.05233246853544,-0.518326163595004,-0.715715220472446,-0.968721421819551,-0.923360576089361,-0.621783540250338,-1.16609150966706,-0.37776411876365,-0.347666742566452
"t36",0.184305020881353,-0.166353417744175,-0.188742990827834,0.171904810981128,-0.156196212111241,-0.310524118785392,-0.0176553621180173,-1.03556597915191,-0.85810499022942,-0.226377714376784,-0.0770428832258757,-0.328005005014644,-0.327256812783343,0.399248367914513,-0.0156792952032246,-0.505974293924026,-0.366599773035145
"t48",0.439463556272234,0.347016640317623,0.734628554586639,0.169177348867918,0.912895026646452,0.797263393051989,0.679405127208516,0.59649424874056,0.533320157864232,-0.163139705214991,0.859020439110608,-0.559381421892334,0.581983602044857,-0.467461939708786,0.773979276359193,-0.522783414687501,-0.4455472151028
"t60",0.487286280637289,0.580295584151639,1.25803147110601,-1.20282587800115,0.909783962321526,0.601576578351814,0.509213086065337,0.920106878595959,0.750890844927209,-0.169584138470102,1.03557029900424,1.36112529682587,1.2851010736697,-0.471508235924226,1.06358864511849,-0.642197244730769,-0.475203806457509
"t72",0.648343656956648,0.48574464976133,0.783828397661425,-1.20540249919458,1.03955315767686,0.695222878538859,0.680468827465661,1.00161103941024,1.483389096263,-0.242660552085535,1.05957567887613,1.36546096874809,1.17075140565914,-0.830777900941498,1.03497814948375,-0.647341922487078,-0.4931572104008
